NURSCO,NURNAME,SAMPLE,entry,CLASS,NAMET,pedigree,LOCATION,loccode,year1,year0,mmbran,mmflour,mmmids,microsd,FSDS,FSR_C,FSR_L,FSR_W,FSR_S,LDOPA,TWT,SKHRD,SKHRDSD,SKWT,SKWTSD,SKSIZE,SKSIZESD,FPROT,FASH,FYELD,MSCOR,BKFYELD,CODI,CAVOL
95,SOFT ELITE,19,19,CLUB,08X035-0-0-2*CAW,WA007970/CARA-0-2,PENDLETON,ADV,2018,2017,3.36,4.2,8.98,2,6.4,79,105.1,47.2,98.8,1.579,59.1,31.02,16.4,29.4,8.07,2.35,0.34,9,0.41,72.2,86.9,52.9,9.41,1360
95,SOFT ELITE,20,20,CLUB,08X035-0-0-3*CAW,WA007970/CARA-0-3,PENDLETON,ADV,2018,2017,3.62,4.05,12.1,1.4,7,78.6,102.3,47.1,101.2,1.406,59.6,33.71,16.2,31,8.94,2.4,0.33,8.2,0.45,72.4,84.6,52.4,9.48,1275
95,SOFT ELITE,21,21,CLUB,08X132-0-0-10*CBW,ORH010085/ARS970278-2C-0-10,PENDLETON,ADV,2018,2017,3.66,3.52,12.4,2.6,7.9,79.4,116.2,48,72.2,0.748,62.4,38.55,16.9,35.1,9.94,2.59,0.38,8.6,0.38,69.1,84.9,47.8,9.51,1205
95,SOFT ELITE,22,22,CLUB,09X151-0-0-10*CBW,X96283t284-2C/IDO629//X96283t284-2C-0-10,PENDLETON,ADV,2018,2017,3.43,3.87,11.9,1.3,5,74,92.5,45.9,68.3,0.825,64.5,41.96,14.7,34.6,8.67,2.69,0.36,8.9,0.33,71.2,90.8,52.5,9.65,1280
95,SOFT ELITE,23,23,CLUB,09X155-0-0-3*CBW,X96283t284-2C/IDO645//X96283t284-2C-0-3,PENDLETON,ADV,2018,2017,4.08,3.99,11.1,1.9,7.3,83.8,106.6,49.5,73.6,0.681,64.1,46.89,18.4,32.7,10.4,2.65,0.35,10,0.3,69.6,90.6,47.9,9.18,1205
95,SOFT ELITE,27,27,CLUB,09X468-0-0-11*CAW,ARS970075-3/P99840C4-8-4//ARS970075-3-0-11,PENDLETON,ADV,2018,2017,4.27,3.92,12.6,1.1,4.4,79.1,84,49.6,68.8,0.812,63.4,49.14,17.6,35.4,9.53,2.67,0.39,8.8,0.35,69.9,87.8,47.2,9.13,1155
95,SOFT ELITE,28,28,CLUB,09X481-0-0-4*CBW,ARSC960097/P99840C4-8-4//ARSC960097-0-4,PENDLETON,ADV,2018,2017,3.66,3.82,11,1.1,4.7,76.4,86.3,49.3,69.1,0.909,64.3,42.12,18.3,34.9,10.7,2.62,0.35,9,0.32,70.5,90.5,51.9,9.26,1230
111,SOFT ELITE,2,2,CLUB,09X481-0-0-4*CBW,ARSC960097/P99840C4-8-4//ARSC960097-0-4,PENDLETON,ADV,2019,2018,4.18,6.25,11.3,-9,5.3,,,53.2,,0.874,63.6,30.04,16.4,33.7,8.52,2.53,0.37,7.8,0.33,69.8,89,53.5,9.31,1260
95,SOFT ELITE,29,29,CLUB,09X488-0-0-1*CBW,ARSC960097/VA03W-412//ARSC960097-0-1,PENDLETON,ADV,2018,2017,4.19,3.93,12.1,0.5,4.1,80.6,79.8,47.8,67.8,0.635,64.4,36.36,15.3,32.8,7.81,2.67,0.34,7.7,0.39,72.5,88.6,51.2,9.39,1250
111,SOFT ELITE,3,3,CLUB,09X488-0-0-1*CBW,ARSC960097/VA03W-412//ARSC960097-0-1,PENDLETON,ADV,2019,2018,4.67,5.96,10.6,-9,6.1,,,50.4,,0.617,63,20.62,15.3,32.7,7.62,2.61,0.35,7.9,0.32,70.3,90.3,53,9.44,1295
95,SOFT ELITE,30,30,CLUB,09X488-0-0-3*CBW,ARSC960097/VA03W-412//ARSC960097-0-3,PENDLETON,ADV,2018,2017,4.73,4.57,12.2,0.6,4.7,79.2,85.1,45.8,69,0.917,64.9,20.64,13.9,39.1,7.01,2.82,0.27,8.7,0.4,73,88.6,53.1,9.63,1140
95,SOFT ELITE,31,31,CLUB,09X489-0-0-1*CBW,ARSC96059-2/IL01-11934//ARSC96059-2-0-1,PENDLETON,ADV,2018,2017,3.69,3.94,11.2,1.4,5.3,79.8,90,45.8,68.9,0.569,64,31.07,14.9,38.9,8.11,2.87,0.3,8.5,0.36,72.5,90.5,51.4,9.25,1200
95,SOFT ELITE,37,37,CLUB,09X492-0-0-1*CBW,ARSC96059-2/IL01-11934//ARSC96059-2-0-1,PENDLETON,ADV,2018,2017,3.5,4.08,11.2,1.4,5.3,77.8,88.7,47.3,67.9,0.643,63.2,19.77,13.9,35.1,7.62,2.74,0.34,10.6,0.42,71.5,85.4,51.8,9.5,1075
111,SOFT ELITE,7,7,CLUB,09X492-0-0-1*CBW,ARSC96059-2/IL01-11934//ARSC96059-2-0-1,PENDLETON,ADV,2019,2018,4.26,6.29,10.4,-9,5.5,,,53.5,,0.528,61.9,7.315,15.8,36.8,10.3,2.69,0.43,7.4,0.4,71,86.1,53.4,9.59,1240
95,SOFT ELITE,39,39,CLUB,09X492-0-0-6*CBW,ARSC96059-2/IL01-11934//ARSC96059-2-0-6,PENDLETON,ADV,2018,2017,3.97,4.08,12.4,0.2,2.6,75.6,66.6,46.8,66.7,0.502,63.4,19.67,15.2,37.6,10.2,2.82,0.37,8.2,0.36,72.8,90.9,53,9.82,1290
111,SOFT ELITE,8,8,CLUB,09X492-0-0-6*CBW,ARSC96059-2/IL01-11934//ARSC96059-2-0-6,PENDLETON,ADV,2019,2018,4.94,5.89,11.3,-9,4.1,,,52,,0.569,61.2,3.797,17.9,35.8,10,2.68,0.42,7.2,0.35,73.6,92.5,56.9,9.57,1195
95,SOFT ELITE,40,40,CLUB,09X492-0-0-7*CBW,ARSC96059-2/IL01-11934//ARSC96059-2-0-7,PENDLETON,ADV,2018,2017,3.53,4.81,10.7,1.2,5.8,77.1,77.3,48.8,68.1,0.526,63.2,21.69,16,36.8,9.94,2.74,0.35,9.9,0.43,71.6,84.9,50.7,9.73,1150
95,SOFT ELITE,44,44,CLUB,09X500-0-0-1*CBW,,PENDLETON,ADV,2018,2017,4.36,4.28,10.1,0.8,5,59.1,68.8,47.4,99.2,1.078,64.2,24.6,14.2,38.6,7.55,2.77,0.34,9.1,0.32,69.6,89.4,50.8,9.43,1285
95,SOFT ELITE,45,45,CLUB,09X500-0-0-14*CBW,ARSC96059-2/VA03W-412//ARSC96059-2-0-14,PENDLETON,ADV,2018,2017,3.99,4.63,11.8,1.3,5.5,59.7,66.8,47.3,99.9,0.505,65.1,31.8,13.8,36.3,7.6,2.76,0.32,8.5,0.35,71.9,90.4,51.6,9.32,1130
111,SOFT ELITE,11,11,CLUB,09X500-0-0-14*CBW,ARSC96059-2/VA03W-412//ARSC96059-2-0-14,PENDLETON,ADV,2019,2018,4.6,6.18,11.4,-9,7.6,,,53.6,,0.584,63.9,23.53,20.5,33.5,9.71,2.55,0.4,8.6,0.39,71.9,87.8,54.5,9.44,1230
95,SOFT ELITE,46,46,CLUB,09X500-0-0-16*CAW,ARSC96059-2/VA03W-412//ARSC96059-2-0-16,PENDLETON,ADV,2018,2017,3.81,3.81,10.6,0.8,3.5,58.5,58.4,45.9,98.9,0.613,63.6,36.15,16.7,34.7,8.84,2.62,0.29,9.5,0.33,69.9,89.1,50.4,9.65,1255
95,SOFT ELITE,47,47,CLUB,09X500-0-0-17*CBW,ARSC96059-2/VA03W-412//ARSC96059-2-0-17,PENDLETON,ADV,2018,2017,4.13,4.04,11.2,1.2,4.1,58.9,65.5,47.4,95.1,0.58,64.9,30.56,17,36.6,9.98,2.69,0.34,8.7,0.34,71.9,91,51.5,9.54,1185
111,SOFT ELITE,12,12,CLUB,09X500-0-0-17*CBW,ARSC96059-2/VA03W-412//ARSC96059-2-0-17,PENDLETON,ADV,2019,2018,4.51,6.51,11.1,-9,6.1,,,55.5,,0.586,63.5,18.85,18.9,35.7,9.71,2.62,0.4,7.1,0.37,71.2,88.2,54.3,9.39,1305
95,SOFT ELITE,48,48,CLUB,09X500-0-0-4*CBW,ARSC96059-2/VA03W-412//ARSC96059-2-0-4,PENDLETON,ADV,2018,2017,3.87,3.64,11.5,1.4,5.3,61.1,65.1,49.9,91.7,0.913,65.4,46.94,14.2,36.3,8.55,2.74,0.34,8.6,0.35,70.6,88.7,49.3,9.4,1205
95,SOFT ELITE,49,49,CLUB,10X020-0-1*CBW,ORH010085/ID-9222407A//ARS970042-1C-1,PENDLETON,ADV,2018,2017,3.08,3.54,10.4,1.2,3.8,58.9,58.9,46.2,94.2,1.318,61.4,29.73,17.7,35.2,7.56,2.66,0.32,9.6,0.38,71.8,88.3,50.5,9.63,1215
104,SOFT ELITE,6,6,CLUB,10X021-0-0-19-90C,SIMON/ORH010085//ARS970042-1C-1,PENDLETON,ADV,2017,2016,5.01,2.62,11.4,2.6,8.7,65.7,98,51.4,91.5,0.467,59.8,25.76,15.3,26.2,7.37,2.35,0.31,10.4,0.39,65.5,79.7,44,9.31,
95,SOFT ELITE,50,50,CLUB,10X022-0-1*CBW,9364901A/WA008066//ARS970042-1C-1,PENDLETON,ADV,2018,2017,3.7,4.3,10.7,1.9,7.3,58,76.9,46.5,95,1.031,61.9,37.53,18.1,33.3,9.54,2.47,0.34,8.6,0.34,68.4,86.6,48.1,9.34,1250
95,SOFT ELITE,51,51,CLUB,10X022-0-10*CBW,9364901A/WA008066//ARS970042-1C-10,PENDLETON,ADV,2018,2017,3.64,3.83,10.5,1.4,5.8,60.2,64.7,47.1,92.6,0.778,63.7,35.1,15.4,32.8,8.78,2.54,0.34,8.4,0.33,72.5,92.4,51.7,9.56,1220
95,SOFT ELITE,52,52,CLUB,10X022-0-11*CBW,9364901A/WA008066//ARS970042-1C-11,PENDLETON,ADV,2018,2017,3.63,3.73,11,1,6.1,59.5,66.2,48.2,97.7,1.331,64.7,24.67,18.4,36.8,8.4,2.69,0.35,8.8,0.35,72.5,91.1,52,9.51,1200
95,SOFT ELITE,53,53,CLUB,10X022-0-19*CBW,9364901A/WA008066//ARS970042-1C-19,PENDLETON,ADV,2018,2017,3.6,4.95,10.1,1,5.3,59.6,64.9,47.4,95.7,1.27,62.5,19.3,16.4,36.7,8.89,2.62,0.36,8.7,0.34,72.2,91.4,52.4,9.7,1220
111,SOFT ELITE,13,13,CLUB,10X022-0-19*CBW,9364901A/WA008066//ARS970042-1C-19,PENDLETON,ADV,2019,2018,3.89,7.69,10.2,-9,6.7,,,53.5,,1.538,62,11.19,17.7,37.4,9.08,2.61,0.35,8.4,0.37,73.7,91.4,54.9,9.45,1245
95,SOFT ELITE,54,54,CLUB,10X022-0-23*CBW,9364901A/WA008066//ARS970042-1C-23,PENDLETON,ADV,2018,2017,3.93,4.23,11.4,1.1,4.7,60.3,67.9,50,87.2,0.75,64.1,38.89,16.1,35.5,8.89,2.55,0.34,8.3,0.32,69.4,89.1,48.3,9.4,1150
95,SOFT ELITE,55,55,CLUB,10X022-0-4*CBW,9364901A/WA008066//ARS970042-1C-4,PENDLETON,ADV,2018,2017,3.8,3.53,10.6,0.2,5.3,57.3,57.9,46,95.1,1.248,62.6,38.83,18,31.9,7.71,2.53,0.33,9,0.35,70.6,88.7,49.1,9.61,1230
95,SOFT ELITE,56,56,CLUB,10X022-0-9*CBW,9364901A/WA008066//ARS970042-1C-9,PENDLETON,ADV,2018,2017,4.43,4.78,10.3,1.1,5.5,59.4,69,45.8,92.3,0.808,64.1,27.02,17.6,34.4,8.54,2.53,0.34,8.2,0.33,72,91.8,52.3,9.59,1230
111,SOFT ELITE,14,14,CLUB,10X022-0-9*CBW,9364901A/WA008066//ARS970042-1C-9,PENDLETON,ADV,2019,2018,4.79,6.8,10.4,-9,6.4,,,53.2,,0.834,62.5,16.66,18.2,33.2,8.49,2.44,0.31,7,0.38,72.8,89.6,55.7,9.64,1295
104,SOFT ELITE,7,7,CLUB,10X023-0-0-42-84C,9364901A/WA008066//ARS970042-1C-1,PENDLETON,ADV,2017,2016,4.86,2.67,11.8,2.8,9,67.2,87.6,54.4,93.9,1.215,57.7,33.37,17.6,29,8.09,2.45,0.29,10.9,0.38,66,81,42.7,9.15,
104,SOFT ELITE,8,8,CLUB,10X023-0-0-56-87C,9364901A/WA008066//ARS970042-1C-1,PENDLETON,ADV,2017,2016,5.63,2.15,11.7,1.7,6.7,65.6,81.6,54.8,91.1,0.678,58.7,30.74,16,26.1,8.38,2.29,0.25,10.9,0.43,66.8,78.8,45.3,9.41,
111,SOFT ELITE,15,15,CLUB,12X003-0-1-20-CAW,X010719-3L/BRUNEAU,PENDLETON,ADV,2019,2018,4.03,6.78,11.8,-9,9,,,51.8,,1.033,64.1,24.88,15.2,38.3,11,2.61,0.4,9.3,0.37,71.9,89.1,51.1,9.25,1215
111,SOFT ELITE,16,16,SWW,12X003-0-1-21-LBW,X010719-3L/BRUNEAU,PENDLETON,ADV,2019,2018,4.2,6.12,11.8,-9,7.9,,,55,,0.919,63.5,23.65,14.6,38.3,9.12,2.71,0.37,7.3,0.32,70.2,90.1,51.8,9.25,1235
111,SOFT ELITE,17,17,SWW,12X003-0-1-34-LBW,X010719-3L/BRUNEAU,PENDLETON,ADV,2019,2018,4.63,6.07,11.8,-9,7.6,,,53.7,,1.005,63.3,20.78,17.6,38.4,10.6,2.7,0.42,8,0.3,71.9,93.6,53.4,9.31,1200
111,SOFT ELITE,18,18,SWW,12X003-0-1-72-LBW,X010719-3L/BRUNEAU,PENDLETON,ADV,2019,2018,4.32,6.42,11.9,-9,8.1,,,58.9,,1.048,63,26.47,14,38.5,8.81,2.74,0.32,8,0.33,71.3,90.9,51.3,9.13,1150
111,SOFT ELITE,19,19,SWW,12X004-0-1-35-LBW,X010719-3L/Bitterroot,PENDLETON,ADV,2019,2018,4.32,6.71,10.9,-9,9.9,,,57,,0.839,62.4,25.77,15.1,32.1,8.34,2.48,0.3,8.2,0.35,70.5,88.6,52.5,9.2,1090
111,SOFT ELITE,20,20,CLUB,12X015-0-1-68-CBW,X010746-5C/BRUNEAU,PENDLETON,ADV,2019,2018,3.83,5.55,11.4,-9,5,,,52.5,,2.126,61.4,28.54,16.4,35.4,9.63,2.57,0.35,8.9,0.37,71.7,88.9,52.4,9.39,1115
111,SOFT ELITE,23,23,CLUB,12X023-0-1-2-CBW,ARS010780-3C/JC103,PENDLETON,ADV,2019,2018,4.03,6.77,10.8,-9,4.1,,,54.1,,0.648,62.6,28.42,17.7,35.9,9.54,2.69,0.37,7.4,0.37,71,88,54.1,9.27,1270
111,SOFT ELITE,24,24,SWW,12X023-0-1-33-LBW,ARS010780-3C/JC103,PENDLETON,ADV,2019,2018,4.37,6.24,12.4,-9,5.5,,,53.5,,0.896,62.9,32.34,18.5,34.8,9.69,2.62,0.38,8.6,0.36,71.1,88.7,53.8,9.21,1200
111,SOFT ELITE,26,26,CLUB,12X023-0-1-42-CBW,ARS010780-3C/JC103,PENDLETON,ADV,2019,2018,4.41,5.81,11.8,-9,5,,,52.6,,0.559,62.7,29.63,16.7,36.1,9.24,2.71,0.38,7.7,0.37,71,88,53.9,9.05,1235
111,SOFT ELITE,27,27,CLUB,12X023-0-1-9-CBW,ARS010780-3C/JC103,PENDLETON,ADV,2019,2018,3.84,6.35,11.1,-9,5.3,,,56.2,,0.904,63.3,32.34,16.4,34.7,9.3,2.66,0.36,8,0.37,71.3,88.3,53.8,9.05,1245
111,SOFT ELITE,28,28,CLUB,12X024-0-1-37-CBW,ARS010780-3C/01-06806A,PENDLETON,ADV,2019,2018,4.21,6.78,12,-9,6.7,,,53.1,,0.484,65.7,32.75,13.3,36.7,8.57,2.87,0.31,8.9,0.37,70.4,87.2,52.7,9,1240
111,SOFT ELITE,29,29,CLUB,12X024-0-1-83-CBW,ARS010780-3C/01-06806A,PENDLETON,ADV,2019,2018,4.73,6.06,12.7,-9,4.7,,,52.5,,0.492,65.7,35.99,16.5,32.4,9.32,2.57,0.35,8.7,0.35,71.3,89.6,52.2,9.13,1265
111,SOFT ELITE,30,30,SWW,12X040-0-1-11-LBW,ARS990077-1C/Bitterroot,PENDLETON,ADV,2019,2018,3.74,6.58,11.7,-9,9,,,52.8,,1.747,64.4,18.66,17.7,40.3,9.42,2.81,0.38,9,0.33,69.7,88.9,52.4,9.25,1285
111,SOFT ELITE,31,31,SWW,12X040-0-1-16-LBW,ARS990077-1C/Bitterroot,PENDLETON,ADV,2019,2018,4.35,6.05,12,-9,6.4,,,51.7,,0.836,64.9,20.56,16.7,35.2,9.71,2.61,0.33,9.8,0.37,72.4,89.7,54.4,9.19,1250
111,SOFT ELITE,32,32,SWW,12X040-0-1-17-LBW,ARS990077-1C/Bitterroot,PENDLETON,ADV,2019,2018,4.32,6.24,11.4,-9,8.4,,,52.7,,1.438,63.1,19.85,15.2,33.2,9.45,2.55,0.32,8.4,0.37,71.1,88.1,54.8,9.32,1315
111,SOFT ELITE,33,33,SWW,12X040-0-1-3-LBW,ARS990077-1C/Bitterroot,PENDLETON,ADV,2019,2018,4.42,5.63,12,-9,5.8,,,51,,0.785,61.9,15.64,16.3,39.4,9.74,2.87,0.43,7.6,0.41,70.7,85,53.3,9.34,1310
111,SOFT ELITE,34,34,SWW,12X040-0-1-34-LBW,ARS990077-1C/Bitterroot,PENDLETON,ADV,2019,2018,3.84,6.26,11.9,-9,8.4,,,53.4,,1.033,64.3,24.74,16.8,36,11.7,2.64,0.35,8.9,0.33,71.1,90.6,53.4,9.32,1285
111,SOFT ELITE,35,35,SWW,12X046-0-1-16-LBW,ARS010704-1L/Bitterroot,PENDLETON,ADV,2019,2018,4.3,7.66,10.8,-9,9.6,,,51.3,,1.217,64.1,19.82,16.1,35.9,9.95,2.66,0.41,9.4,0.37,72.6,90,55.1,9.29,1325
111,SOFT ELITE,36,36,SWW,12X046-0-1-20-LBW,ARS010704-1L/Bitterroot,PENDLETON,ADV,2019,2018,4.68,5.29,12.5,-9,8.7,,,51.9,,1.084,63.3,24.2,14.9,36,8.79,2.66,0.36,8.7,0.36,71.5,89.2,53.7,9.3,1285
111,SOFT ELITE,37,37,CLUB,12X050-0-1-21-CBW,X010726-2C/WA008092,PENDLETON,ADV,2019,2018,4.51,7.02,12.1,-9,9,,,55.3,,0.544,63.8,34.86,16.9,33.8,8.38,2.45,0.34,8.5,0.35,70.6,88.7,52.3,9.2,1220
111,SOFT ELITE,38,38,CLUB,12X050-0-1-92-CBW,X010726-2C/WA008092,PENDLETON,ADV,2019,2018,3.87,6.2,11.2,-9,12.2,,,55.2,,1.067,63.2,24.86,15.4,35.9,9.81,2.57,0.35,10.1,0.41,70.1,84.3,49.6,9.05,1185
111,SOFT ELITE,40,40,CLUB,12X052-0-1-28-CBW,X010726-2C/Bitterroot,PENDLETON,ADV,2019,2018,4.1,7.82,9.87,-9,7.9,,,55.7,,0.739,63.7,43.28,15.1,34.4,8.46,2.64,0.36,8.1,0.38,68.8,84.5,48.4,9.02,1180
111,SOFT ELITE,43,43,SWW,12X069-0-1-42-LBW,X980336-5L/BRUNEAU,PENDLETON,ADV,2019,2018,4.72,6.52,11.9,-9,11,,,55.4,,1.586,64.3,27.42,14.3,39.5,8.91,2.72,0.32,9,0.37,70.9,87.8,52.2,8.89,1235
111,SOFT ELITE,44,44,CLUB,12X069-0-1-44-CBW,X980336-5L/BRUNEAU,PENDLETON,ADV,2019,2018,4.28,5.51,11.6,-9,9.3,,,54.2,,1.804,63.6,24.83,13.4,40.2,9.1,2.79,0.33,8,0.36,70.8,88.3,52.5,9.19,1265
111,SOFT ELITE,45,45,CLUB,12X069-0-1-56-CBW,X980336-5L/BRUNEAU,PENDLETON,ADV,2019,2018,3.84,6.17,11.3,-9,7.6,,,53.8,,1.51,63.1,17.71,14.3,41.4,9.9,2.76,0.37,7.3,0.35,71.3,89.6,53.4,9.23,1195
111,SOFT ELITE,46,46,SWW,12X070-0-1-16-LBW,X980336-5L/Bitterroot,PENDLETON,ADV,2019,2018,3.23,7.07,10.2,-9,6.7,,,54.9,,1.497,61.6,7.931,13.1,41.1,7.84,2.81,0.31,6.6,0.37,71,88,54.7,9.32,1285
111,SOFT ELITE,47,47,SWW,12X070-0-1-30-LBW,X980336-5L/Bitterroot,PENDLETON,ADV,2019,2018,4.01,7.12,11.4,-9,9.9,,,54.5,,1.414,63.4,27.95,14.4,39.4,8.01,2.72,0.3,9.1,0.35,71.7,90.1,53.9,9.2,1235
111,SOFT ELITE,48,48,SWW,12X070-0-1-37-LBW,X980336-5L/Bitterroot,PENDLETON,ADV,2019,2018,4.08,5.68,11.7,-9,10.2,,,52.9,,1.165,64.1,27.33,16.5,39.4,9.95,2.76,0.38,9.7,0.37,70,86.7,53.1,9.1,1260
111,SOFT ELITE,49,49,SWW,12X070-0-1-40-LBW,X980336-5L/Bitterroot,PENDLETON,ADV,2019,2018,4.43,6.04,12.2,-9,10.5,,,54.8,,1.084,63.8,25.86,13.2,41.1,8.35,2.8,0.3,10,0.36,69.8,87.1,53.1,8.98,1275
111,SOFT ELITE,50,50,SWW,12X070-0-1-47-LBW,X980336-5L/Bitterroot,PENDLETON,ADV,2019,2018,3.85,6.27,11.1,-9,9,,,53.8,,1.57,62.7,21.26,14.2,38.4,9.41,2.67,0.3,7.9,0.36,72.4,90.4,54.9,9.04,1275
92,SOFT ELITE,24,4,CLUB,2J100065-0-0-1,,FARMINGTON,PUL,2016,2015,5.17,3.94,11.2,,6.1,,,54,,,57.4,21.7,19.6,26.7,8.5,2.4,0.3,10,0.43,71.5,84.8,50.4,9.54,1340
104,SOFT ELITE,15,37,CLUB,2J100065-0-0-1,,PENDLETON,ADV,2017,2016,4.63,3.19,12.2,0.5,5.8,62.2,69.1,51.8,83.8,0.938,61.1,20.66,12.9,36.2,8.21,2.68,0.33,6.5,0.35,68.9,86.6,47.2,9.95,
92,SOFT ELITE,28,5,CLUB,2J100133-0-0-1,Bruehl/Coda-1,FARMINGTON,PUL,2016,2015,5.67,3.2,11.4,,10.5,,,53.6,,,56.4,19.6,19.1,29.1,8,2.4,0.3,11.3,0.5,67,74.6,44.9,9.3,1365
104,SOFT ELITE,16,38,CLUB,2J100133-0-0-1,Bruehl/Coda-1,PENDLETON,ADV,2017,2016,4.94,2.27,13,1.6,9,65.4,98.3,53.7,90.9,0.666,60.9,24.15,14.3,36.4,9.08,2.56,0.32,7.7,0.34,69.3,87.7,43.5,9.74,
95,SOFT ELITE,3,3,CLUB,2J100133-0-0-1,Bruehl/Coda-1,PENDLETON,ADV,2018,2017,3.91,4.31,11.7,2,6.4,79.4,119.6,47.8,104.9,0.749,61.3,34.04,15,37.2,9.12,2.61,0.33,9.4,0.39,69.3,84.5,48.2,9.45,1315
92,SOFT ELITE,44,7,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,FARMINGTON,PUL,2016,2015,5.66,4.27,12.8,,4.7,,,52.7,,,59.7,31,19.4,29.3,6.6,2.4,0.3,9.4,0.36,70.5,88,47.3,9.5,1380
93,2ND CHANCE PRELIMINA,25,7,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,PULLMAN,PUL,2016,2015,5.66,4.27,12.8,,4.7,69.6,65.3,53.2,89.4,1.321,59.8,29.3,17.8,29,6.7,2.4,0.3,10,0.4,71.1,86.2,48.8,9.9,
104,SOFT ELITE,28,52,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,PENDLETON,ADV,2017,2016,4.89,2.95,11.9,0.6,5,68.8,68.5,55.1,89.4,0.991,59.4,21.1,18.6,33.5,9.45,2.48,0.33,8,0.47,70,80.3,47.7,9.66,
105,SOFT ELITE,9,52,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,PULLMAN,ADV,2017,2016,4.89,2.95,11.9,0.6,4.4,70,68.4,60.5,88.3,0.703,60.9,13.2,18.1,39.9,10.9,2.7,0.4,6.7,0.36,68.5,85.4,46.2,9.48,
106,SOFT ELITE,19,52,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,WALLA.WALLA,ADV,2017,2016,4.89,2.95,11.9,0.6,5,66.4,69.7,54.2,91.8,0.882,62.6,30.4,16.4,34.4,10.7,2.5,0.32,8.9,0.31,68.3,88.3,46.2,9.48,
107,2ND.CHANCE.PRELIMINA,17,52,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,PENDLETON,ADV,2017,2016,4.89,2.95,11.9,0.6,8.4,71,70.2,54.5,86.5,0.891,59.7,22.03,18.1,35,10.8,2.53,0.34,7.4,0.41,73.2,88.2,48.8,9.63,
110,UNREPLICATED.SOFT,89,52,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,PULLMAN,ADV,2017,2016,4.89,2.95,11.9,0.6,3.8,65.5,68,56.2,89.4,,60.7,22.97,17.9,39,11.1,2.66,0.36,7.3,0.33,72.3,92.2,47.3,9.7,
95,SOFT ELITE,57,65,CLUB,ARS-CRESCENT,Dusty//MDN sib/Dusty///WA7665/RULO,PENDLETON,ADV,2018,2017,3.12,3.82,10.1,0.3,4.1,58.6,61.3,46.6,96.7,1.263,62.5,36.7,17.5,34.8,10.7,2.49,0.36,8.9,0.37,71.8,89,51.8,9.47,1200
